vendor,cpe,vid
Courier Management System project,cpe:/:courier_management_system_project,18972
courier-mta,cpe:/:courier-mta,2979
Courion,cpe:/:courion,9453
Course Registration Management System project,cpe:/:course_registration_management_system_project,19277
CourseForum Technologies,cpe:/:courseforum,720
CourtBouillon,cpe:/:courtbouillon,19512
covechurch,cpe:/:covechurch,10540
CoverCMS project,cpe:/:covercms_project,13921
covetfashion,cpe:/:covetfashion,10879
COVID19 Testing Management System project,cpe:/:covid19_testing_management_system_project,20051
COYO GmbH,cpe:/:coyoapp,16146
Cozmoslabs,cpe:/:cozmoslabs,13204
Cozy,cpe:/:cozy,13716
CP Reservation Calendar project,cpe:/:cp_reservation_calender_project,11935
cpaint,cpe:/:cpaint,9381
CPAN,cpe:/:cpan,17843
cPanel,cpe:/:cpanel,2982
cpcommerce,cpe:/:cpcommerce,2983
CPE17,cpe:/:cpe17,4278
cpecreator,cpe:/:cpecreator,2984
cpg-nuke,cpe:/:cpg-nuke,2985
cplinks,cpe:/:cplinks,2986
cpp-httplib project,cpe:/:cpp-httplib_project,18179
cpp-peglib project,cpe:/:cpp-peglib_project,19825
CppCMS,cpe:/:cppcms,14126
cPrime,cpe:/:cprime,16271
CPUID,cpe:/:cpuid,13241
CQU-LANKERS project,cpe:/:cqu_lankers_project,15509
CrackLib project,cpe:/:cracklib_project,12199
Craft CMS,cpe:/:craftcms,12633
CraftedWeb project,cpe:/:craftedweb_project,14852
Crafter,cpe:/:craftercms,15732
craftsilicon,cpe:/:craftsilicon,2987
Crafty Social Buttons project,cpe:/:crafty_social_buttons_project,16810
craftysyntax,cpe:/:craftysyntax,1413
Craig Barratt,cpe:/:craig_barratt,1208
Craig Drummond,cpe:/:craig_drummond,9461
Craig Kaminsky,cpe:/:simpleflickr_project,11375
craig morrison,cpe:/:craig_morrison,9370
Craig Scott,cpe:/:ithoughts,9562
Cramer Development,cpe:/:cramerdev,840
Cranoo project,cpe:/:cranoo_project,14794
CrashFix project,cpe:/:crashfix_project,15765
Crawlability,cpe:/:crawlability,6499
crawltrack,cpe:/:crawltrack,1414
Cray Inc.,cpe:/:cray,11364
crayon project,cpe:/:crayon_project,19481
Crayon Syntax Highlighter project,cpe:/:crayon_syntax_highlighter_project,16804
Crazy Bone project,cpe:/:crazy_bone_project,17161
crazy goomba,cpe:/:crazy_goomba,2988
crea-book,cpe:/:crea-book,2989
creacms,cpe:/:creacms,2990
creamotion,cpe:/:creamotion,2991
creapark,cpe:/:creapark,2992
creascripts,cpe:/:creascripts,2993
creasito,cpe:/:creasito,2994
Create-Project Manager project,cpe:/:create-project_manager_project,18556
create-react-app project,cpe:/:create-react-app_project,16021
createauction,cpe:/:createauction,2995
createch-group,cpe:/:createch-group,2996
CreateVision,cpe:/:createvision,1272
creatingahaven,cpe:/:creatingahaven,11001
creative,cpe:/:creative,2997
Creative Commons module Project,cpe:/:creative_commons_module_project,4384
Creative Core,cpe:/:creative_core,1252
Creative Design Solutions,cpe:/:cdsincdesign,9133
Creative Digital Resources,cpe:/:socketmail,2998
creative guestbook,cpe:/:creative_guestbook,2999
creative mind,cpe:/:creative_mind,3000
Creative Motion,cpe:/:cm-wp,19791
creative web solutions,cpe:/:creative_web_solutions,3001
Creative-Solutions.net,cpe:/:creative-solutions,11915
creativeinteractivemedia,cpe:/:creativeinteractivemedia,17102
CreativeMinds,cpe:/:creative_minds,10361
Creativetiem,cpe:/:creativeitem,15617
Creatiwity,cpe:/:creatiwity,14170
credant,cpe:/:credant,3002
creditease-sec,cpe:/:creditease-sec,15880
Creditwest Bank,cpe:/:creditwestbank,13903
Crelly Slider project,cpe:/:crelly_slider_project,17006
creloaded,cpe:/:creloaded,1415
CremeCRM,cpe:/:cremecrm,15445
Creolabs,cpe:/:creolabs,12877
"Crestron Electronics, Inc.",cpe:/:crestron,12175
crgroup-lb,cpe:/:crgroup-lb,10996
Cribl,cpe:/:cribl,16337
Cridio Studio,cpe:/:cridio,17660
crie sue,cpe:/:crie_sue,3003
CrimsonShilling project,cpe:/:crimsonshilling_project,15086
crip,cpe:/:crip,3004
Cristian Gafton,cpe:/:cristian_gafton,9654
Cristopher Shi,cpe:/:cristopher_shi,6566
CRIU,cpe:/:criu,12149
CRK Group,cpe:/:crk,19394
crm ctt,cpe:/:crm_ctt,3005
CRMEB,cpe:/:crmeb,18884
crob,cpe:/:crob,3006
Crocoblock,cpe:/:crocoblock,19906
cromosoft,cpe:/:cromosoft,3007
cron project,cpe:/:cron_project,12802
cron-utils project,cpe:/:cron-utils_project,19150
cronic project,cpe:/:project_cronic,12173
cronosys,cpe:/:cronosys,3008
Croogo,cpe:/:croogo,10270
cropimage component,cpe:/:cropimage_component,3009
cross domain local storage project,cpe:/:cross_domain_local_storage_project,18175
Cross Match,cpe:/:crossmatch,16484
cross reference project,cpe:/:cross_reference_project,15927
cross-env.js project,cpe:/:cross-env.js_project,14197
Cross-RSS plugin project,cpe:/:cross-rss_plugin_project,9886
Crossbeam project,cpe:/:crossbeam_project,16914
crossbeam-channel プロジェクト,cpe:/:crossbeam-channel_project,19475
CROSSCERT,cpe:/:crosscert,16738
crossenv project,cpe:/:crossenv_project,14471
crossfire,cpe:/:crossfire,3010
crossftp,cpe:/:crossftp,1416
crossmo,cpe:/:crossmo,11091
Crowbar,cpe:/:crowbar_project,9570
Crowdnext project,cpe:/:crowdnext_project,14545
Crown Computer,cpe:/:okerthai,17752
CRU Acquisition Group,cpe:/:cru-inc,9279
CRUDLab,cpe:/:crudlab,16532
Crumbs project,cpe:/:crumbs_project,11745
crun project,cpe:/:crun_project,17473
Crunchify,cpe:/:crunchify,8933
CrushFTP,cpe:/:crushftp,13049
cruxsoftware,cpe:/:cruxsoftware,3011
cryo project,cpe:/:cryo_project,15409
Cryoserver FCS (UK) Limited.,cpe:/:cryoserver,10209
Cryptbond Network project,cpe:/:cryptbond_network_project,17741
Cryptics,cpe:/:cryptics,15060
CryptLib,cpe:/:cryptlib,14761
Crypto Alley Shares project,cpe:/:crypto_alley_shares_project,14967
CRYPTO-PRO LLC,cpe:/:cryptopro,18911
CryptoABS project,cpe:/:cryptoabs_project,14802
CryptoBots,cpe:/:cryptobots,16139
cryptocard,cpe:/:cryptocard,3012
Cryptocat project,cpe:/:cryptocat_project,17381
Cryptography,cpe:/:cryptography.io,12564
Cryptogs,cpe:/:cryptogs,15303
CryptoLeu project,cpe:/:cryptoleu_project,15139
CryptonitexCoin project,cpe:/:cryptonitexcoin_project,14829
CryptoNote Technology,cpe:/:cryptonote,13883
cryptopp project,cpe:/:cryptopp,11802
CryptoSaga,cpe:/:cryptosaga,15724
CryptosisToken project,cpe:/:cryptosistoken_project,14524
cryptsetup project,cpe:/:cryptsetup_project,12352
Cryptshare,cpe:/:cryptshare,19731
Cryptsoft,cpe:/:cryptsoft,17392
crystal reality llc,cpe:/:crystal_reality_llc,3013
Crystals,cpe:/:crystals,14976
crytek,cpe:/:crytek,3014
cs team,cpe:/:cs_team,3017
CS-Cart,cpe:/:cs-cart,3015
cs-gallery,cpe:/:cs-gallery,3016
CS2 Network,cpe:/:cs2-network,18616
csa-estate,cpe:/:csa-estate,15088
csaba godor,cpe:/:csaba_godor,3018
CScms project,cpe:/:cscms_project,14167
Cscope,cpe:/:cscope,528
csdoom,cpe:/:csdoom,9402
CSE Bookstore プロジェクト,cpe:/:cse_bookstore_project,19448
CSL DualCom,cpe:/:csl_dualcom,12010
Csound,cpe:/:csounds,3019
csphere,cpe:/:csphere,1417
cspmum,cpe:/:csp_mysql_user_manager_project,9330
csrf-lite project,cpe:/:csrf-lite_project,14704
csrf-magic project,cpe:/:csrf-magic_project,15328
CSS Hero,cpe:/:csshero,17555
CSS-Tricks,cpe:/:css-tricks,15961
css-what project,cpe:/:css-what_project,20054
CSSJockey.com,cpe:/:supportezzy_ticket_system_project,10353
cstr,cpe:/:cstr,1418
cstring project,cpe:/:cstring_project,14110
csv-parse project,cpe:/:csv-parse_project,17305
csv2wpec-coupon project,cpe:/:csv2wpec-coupon_project,12217
CSWorks,cpe:/:controlsystemworks,753
CSZ CMS,cpe:/:cszcms,15984
CTB project,cpe:/:ctb_project,14906
CTDB Project,cpe:/:ctdb_project,9917
CTE,cpe:/:cte,14986
"Ctek, Inc.",cpe:/:ctekproducts,1027
CTERA Networks,cpe:/:ctera,9490
CTest7 project,cpe:/:ctest7_project,14617
CTFd LLC,cpe:/:ctfd,17827
CTHthemes,cpe:/:cththemes,17721
ctihub,cpe:/:ctihub,10843
ctolog,cpe:/:ctolog,16255
Ctrip,cpe:/:ctrip,16238
CTS Projects & Software,cpe:/:cts_projects%26software,11420
ctw design,cpe:/:ctw_design,3020
CubeCart Limited,cpe:/:cubecart,947
CubeCoders Limited,cpe:/:cubecoders,19919
Cuberite,cpe:/:cuberite,16826
CUBIC FACTORY,cpe:/:cubicfactory,9342
cuciuci project,cpe:/:cuciuci_project,14404
cue-sdk-node project,cpe:/:cue-sdk-node_project,14285
CUJO AI,cpe:/:getcujo,16216
Cumin,cpe:/:trevor_mckay,1831
cumulative-distribution-function project,cpe:/:cumulative-distribution-function_project,19920
Cumulus Networks,cpe:/:cumulusnetworks,13266
cuoftexas,cpe:/:cuoftexas,11153
cupidsystems,cpe:/:cupidsystems,3021
CuppaCMS,cpe:/:cuppacms,15503
CUPS,cpe:/:cups,250
Cups Easy,cpe:/:cups_easy_%28purchase_%26_inventory%29_project,17856
cups-pk-helper,cpe:/:cups-pk-helper_project,6643
cure53,cpe:/:cure53,17151
curecos,cpe:/:curecos,10855
curling project,cpe:/:curling_project,17820
curlrequest project,cpe:/:curlrequest_project,18279
Current Search Links project,cpe:/:current_search_links_project,11769
Curriculum Evaluation System project,cpe:/:curriculum_evaluation_system_project,15694
curses project,cpe:/:curses_project,14307
cursorarts,cpe:/:cursorarts,3022
Curtis Galloway,cpe:/:curtis_galloway,3023
Curtiss Grymala,cpe:/:curtiss_grymala,938
Curveball,cpe:/:curveballjs,19813
curveriderhq,cpe:/:curveriderhq,3024
Custom 404 Pro project,cpe:/:custom_404_pro_project,16745
Custom Banners plugin project,cpe:/:custom_banners_plugin_project,9868
Custom Field Suite,cpe:/:custom_field_suite_project,16353
custom searchable data entry system project,cpe:/:custom_searchable_data_entry_system_project,18114
Custom Simple Rss project,cpe:/:custom_simple_rss_project,16643
Custom4Web,cpe:/:custom4web,16287
customcms,cpe:/:customcms,3025
Customer Files Upload project,cpe:/:customer_files_upload_project,15720
customerparadigm,cpe:/:customerparadigm,3026
cuteflow,cpe:/:cuteflow,3028
cuteflow-bin,cpe:/:cuteflow-bin,3027
cutenews aj-fork,cpe:/:cutenews_aj-fork,3029
cutepdf,cpe:/:cutepdf,3030
CutePHP,cpe:/:cutephp,3031
CuteSITE,cpe:/:cutesite,832
CuteSoft Components,cpe:/:cutesoft_components,3032
cuttlefish multimedia ltd.,cpe:/:cuttlefish_multimedia_ltd.,3033
cuyahoga,cpe:/:cuyahoga,3034
CVS,cpe:/:cvs,284
cvstrac,cpe:/:cvstrac,3035
CW Joomla,cpe:/:cwjoomla,13737
cwh underground,cpe:/:cwh_underground,3036
cwm-design,cpe:/:cwm-design,3037
cws,cpe:/:cws,11253
CWS project,cpe:/:cws_project,14614
cxuu,cpe:/:cxuu,19104
cyan soft,cpe:/:cyan_soft,3038
CyanogenMod,cpe:/:cyanogenmod,6549
cyask,cpe:/:cyask,3039
"Cybele Software, Inc.",cpe:/:cybele,13207
cyber inside,cpe:/:cyber_inside,3040
Cyber Power Systems,cpe:/:cyberpowersystems,16540
Cyber-Ark Software,cpe:/:cyber-ark,640
cyber-js project,cpe:/:cyber-js_project,14329
CyberArk,cpe:/:cyberark,13980
cyberbb,cpe:/:cyberbb,3041
cyberbrau,cpe:/:cyberbrau,3042
CyberChimps,cpe:/:cyberchimps,18221
cybercoded,cpe:/:cybercoded,3043
cybercompay,cpe:/:cybercompay,17682
CyberCraft,cpe:/:cybercraftit,17283
cyberfolio,cpe:/:cyberfolio,3044
cyberfrogs,cpe:/:cyberfrogs,3045
CyberGhost S.A.,cpe:/:cyberghostvpn,14082
cybergl dev team,cpe:/:cybergl_dev_team,3046
CyberNetikz.com,cpe:/:cybernetikz,11565
CyberPanel,cpe:/:cyberpanel,16506
CyberSEO,cpe:/:cyberseo,17126
cybershade,cpe:/:cybershade,3047
CyberSource Corporation,cpe:/:cybersource_module_project,6613
cyberteddy,cpe:/:cyberteddy,3048
CyberVision,cpe:/:cybervision,12696
cybird,cpe:/:cybird,11060
cyboards,cpe:/:cyboards,3049
cybozu labs,cpe:/:cybozu_labs,3050
Cybrotech,cpe:/:cybrotech,15393
cyclingforfun,cpe:/:cyclingforfun,10500
cyclomedia,cpe:/:cyclomedia,3051
cygnecode,cpe:/:flickatrade,10052
cygnux.org,cpe:/:cygnux,11837
Cygwin,cpe:/:cygwin,12638
Cylance,cpe:/:cylance,14075
CyMiInstaller322 ActiveX project,cpe:/:cymiinstaller322_activex_project,18444
Cynthia Fridsma,cpe:/:cynthia_fridsma,9327
cynux softwares,cpe:/:cynux_softwares,3052
cypress,cpe:/:cypress,3053
cypserver project,cpe:/:cypserver_project,14584
Cyrus,cpe:/:cyrus,1406
CYSTEME,cpe:/:cysteme,17071
Cyxtera,cpe:/:cyxtera,17674
CZ.NIC,cpe:/:nic,13625
CZ.NIC Labs,cpe:/:knot_dns_project,12372
czaries,cpe:/:czaries,3054
czaries network,cpe:/:czaries_network,6710
czepol,cpe:/:czepol,17646
D-Bus,cpe:/:d-bus_project,138
"D-Link Systems, Inc.",cpe:/:d-link,741
D-Mack Media,cpe:/:dmackmedia,1156
D. R. Commander,cpe:/:d.r.commander,4308
d3.js project,cpe:/:d3.js_project,14214
D4 Software Ltd,cpe:/:querytreeapp,17577
daan sprenkels,cpe:/:daan_sprenkels,3055
daansystems,cpe:/:daansystems,3056
dacian strain,cpe:/:dacian_strain,3057
dadabik,cpe:/:dadabik,1420
dadaimc,cpe:/:dadaimc,3058
Dadajiasu,cpe:/:dadajiasu,19163
dadamailproject,cpe:/:dadamailproject,3059
DaddyToken project,cpe:/:daddytoken_project,14974
DAEMON Tools,cpe:/:daemon-tools,732
daemonology,cpe:/:daemonology,18747
dafolo,cpe:/:dafolo,3060
DAG,cpe:/:dag.wieers,561
Daggerhart Lab,cpe:/:daggerhartlab,19944
"Dahua Technology Co., Ltd",cpe:/:dahuasecurity,9111
daifukuya.com,cpe:/:misc,18850
Daiki Ueno,cpe:/:daiki_ueno,9759
daily free app @ amazon project,cpe:/:daily_free_app_%40_amazon_project,11008
daily green project,cpe:/:daily_green_project,10625
Daily Tracker System project,cpe:/:daily_tracker_system_project,18713
DaisyThemes Inc.,cpe:/:daisythemes,13124
dakshaa,cpe:/:dakshaa,11173
dale mooney,cpe:/:dale_mooney,3061
DalekJS,cpe:/:dalekjs,14216
daman371,cpe:/:daman371,1421
dameng,cpe:/:dameng,3062
damian hickey,cpe:/:damian_hickey,3064
DamiCMS,cpe:/:damicms,14946
damien benier,cpe:/:damien_benier,3065
Damstra Technology,cpe:/:damstratechnology,18787
Dan Bernstein,cpe:/:dan_bernstein,44
dan brown,cpe:/:dan_brown,3066
dan cahill,cpe:/:dan_cahill,3067
dan fletcher,cpe:/:dan_fletcher,3068
dan jensen,cpe:/:dan_jensen,3069
Dan Kogai,cpe:/:dan_kogai,1082
Dan Kubb,cpe:/:dan_kubb,8920
dan pascu,cpe:/:dan_pascu,3070
Dan Wilga,cpe:/:monster_menus_module_project,9079
Dan Zarrella,cpe:/:virim_project,16383
Dancer::Plugin::SimpleCRUD,cpe:/:dancer%3a%3aplugin%3a%3asimplecrud_project,16604
DandyID Services project,cpe:/:dandyid_services_project,11349
Danfoss,cpe:/:misc,11943
daniel broadbent,cpe:/:daniel_broadbent,3071
Daniel Choi,cpe:/:rubygems,8883
daniel friesel,cpe:/:daniel_friesel,1422
Daniel Gultsch,cpe:/:conversations,15886
Daniel Harrington,cpe:/:nori_gem_project,8918
Daniel Honrade,cpe:/:daniel_honrade,6673
Daniel Iser,cpe:/:easymodal_project,13009
Daniel J. Bernstein,cpe:/:d.j.bernstein,538
Daniel James Scott,cpe:/:danieljamesscott,907
Daniel Korte,cpe:/:danielkorte,9725
Daniel Lienert,cpe:/:daniel_lienert,10192
Daniel M German,cpe:/:ninka_project,12611
daniel m. schurter,cpe:/:daniel_m._schurter,3072
daniel mealha cabrita,cpe:/:daniel_mealha_cabrita,3073
daniel naber,cpe:/:daniel_naber,3074
daniel ptzinger,cpe:/:daniel_ptzinger,3075
daniel regelein,cpe:/:daniel_regelein,3076
daniel toma,cpe:/:daniel_toma,3077
danielb,cpe:/:danielb,4386
danlester,cpe:/:danlester,11552
dann frazier,cpe:/:dann_frazier,3078
danneo,cpe:/:danneo,3079
danny ho,cpe:/:danny_ho,3080
Danny Morris,cpe:/:danny_morris,9130
danphpsupport,cpe:/:danphpsupport,3081
danpros,cpe:/:htmly,16345
dansie,cpe:/:dansie,3082
danskebank,cpe:/:danskebank,3083
DanWin,cpe:/:hosting_project,13814
dar,cpe:/:dar,3084
Darell Sun,cpe:/:wp_rss_poster_plugin_project,9882
Dariusz Handzlik,cpe:/:dariusz_handzlik,6475
dark age cms,cpe:/:dark_age_cms,3085
Dark Mode project,cpe:/:dark_mode_project,13564
darkhorse,cpe:/:darkhorse,17287
darko selesi,cpe:/:darko_selesi,3086
Darksky,cpe:/:fenrir,143
darksummoner,cpe:/:darksummoner,10955
Darktrace,cpe:/:darktrace,17343
darkwet,cpe:/:darkwet,3087
darren oh,cpe:/:darren_oh,3088
darren reed,cpe:/:darren_reed,3089
darrens 5-dollar script archive,cpe:/:darrens_5-dollar_script_archive,3090
Dart Communications,cpe:/:dart,3091
Das Keyboard,cpe:/:daskeyboard,16692
dasafio project,cpe:/:dasafio_project,14455
"DASAN Networks, Inc.",cpe:/:dasannetworks,13669
Dasan Zhone Solutions,cpe:/:dasanzhone,11558
dash,cpe:/:dash,3092
Dash.org,cpe:/:dash,17679
Dash10,cpe:/:dash10,17164
dashbuilder.org,cpe:/:dashbuilder_project,12179
Dashlane Inc.,cpe:/:dashlane,12990
dasinfomedia,cpe:/:dasinfomedia,13167
Dassault Systemes,cpe:/:3ds,493
Dassault Systemes,cpe:/:dassault_systemes,13986
Dassault Systemes,cpe:/:3ds,493
Data Components Software Development,cpe:/:datacomponents,13279
data domain,cpe:/:data_domain,4199
Data Dumper project,cpe:/:data_dumper_project,10185
Data Management Systems Laboratory (DMSL),cpe:/:anyplace_project,15992
Data Security Systems Solutions Pte,cpe:/:ds3,9005
data-tools project,cpe:/:data-tools_project,15692
data-vision,cpe:/:data-vision,3093
Data::UUID project,cpe:/:data%3a%3auuid_project,17600
Data::Validate::IP project,cpe:/:data%3a%3avalidate%3a%3aip_project,19284
Database Publishing Consultants,cpe:/:databasepublish,4524
database-backups project,cpe:/:database-backups_project,19795
databaseschemareader project,cpe:/:databaseschemareader_project,18947
databay,cpe:/:databay,3094
Databits project,cpe:/:databits_project,14564
Datac Online,cpe:/:realflex_technologies_ltd,463
datachannel-client project,cpe:/:datachannel-client_project,14475
datachecknh,cpe:/:datachecknh,3095
Datadog,cpe:/:datadoghq,19701
datadynamics,cpe:/:datadynamics,3096
datafeed studio,cpe:/:datafeed_studio,3097
datafeedfile,cpe:/:datafeedfile,3098
datagrid project,cpe:/:datagrid_project,16653
Dataiku,cpe:/:dataiku,14196
datainterlock,cpe:/:datainterlock,16731
Datakit,cpe:/:datakit,20052
Datalex,cpe:/:datalex,11956
datalifecms,cpe:/:datalifecms,3099
Datalogic,cpe:/:datalogic,16946
Datalust Pty Ltd,cpe:/:datalust,13848
dataparadigm,cpe:/:dataparadigm,10687
dataparksearch,cpe:/:dataparksearch,3100
Dataprobe,cpe:/:dataprobe,12605
datarescue,cpe:/:datarescue,3101
DataShieldCoin project,cpe:/:datashieldcoin_project,15005
dataspade,cpe:/:dataspade,3102
dataspheric,cpe:/:dataspheric,3103
datatables,cpe:/:datatables,19341
datavore,cpe:/:datavore,3104
datawizard,cpe:/:datawizard,3105
Date project,cpe:/:date_project,10239
date-and-time project,cpe:/:date-and-time_project,19413
datecomm,cpe:/:datecomm,3106
DateMe project,cpe:/:dateme_project,14926
Datemill,cpe:/:datemill,3107
Datenstorm,cpe:/:datenstrom,14039
datetopia,cpe:/:datetopia,3108
DATEV,cpe:/:datev,3109
Datiac project,cpe:/:datiac_project,15075
datingpro,cpe:/:datingpro,3110
Datomic,cpe:/:datomic,14016
dattch,cpe:/:dattch,11052
"Datto, Inc.",cpe:/:datto,13332
Datum Systems,cpe:/:datumsystems,9889
Daum Communications,cpe:/:daum_communications,9455
dav-cogs_project,cpe:/:dav-cogs_project,19976
Dave Gamble,cpe:/:cjson_project,15369
dave kellam,cpe:/:flickrrss_project,13718
dave reid,cpe:/:dave_reid,3111
dave robinson,cpe:/:dave_robinson,3112
Dave Thomas,cpe:/:dave_thomas,8863
davethewebguy,cpe:/:davethewebguy,3113
DAViCal,cpe:/:davical,17576
David Alkire,cpe:/:david_alkire,6666
David Ayton,cpe:/:cdisplay,4467
David Azoulay,cpe:/:david_azoulay,974
David Bagley,cpe:/:david_bagley,9720
David Benjamin,cpe:/:nspluginwrapper,6642
david bennett,cpe:/:david_bennett,3114
david branco,cpe:/:david_branco,3115
david cadu,cpe:/:david_cadu,3116
david castro,cpe:/:david_castro,3117
David Clark,cpe:/:simpilotgroup,8954
david degner,cpe:/:david_degner,3118
david frohlich,cpe:/:david_frohlich,3119
David Golden,cpe:/:cspan,10207
David Harris,cpe:/:david_harris,3120
David Ian Bennett,cpe:/:maianscriptworld,5436
david kent norman,cpe:/:david_kent_norman,3121
David King,cpe:/:david_king,8872
David Leonard,cpe:/:david_leonard,9642
David Neal,cpe:/:davidsneal,9863
David Noguera Gutierrez,cpe:/:david_noguera_gutierrez,854
David Paleino,cpe:/:david_paleino,4235
david shadoff,cpe:/:david_shadoff,1424
David Stosik,cpe:/:david_stosik,1923
david strauss,cpe:/:david_strauss,3122
David Tschumperle,cpe:/:cimg,13792
david walker,cpe:/:david_walker,3123
david watters,cpe:/:david_watters,3124
davidbourrier,cpe:/:davidbourrier,3125
davlin,cpe:/:davlin,3126
Davolink,cpe:/:davolink,15349
dawningsoft,cpe:/:dawningsoft,3127
dawnoftime,cpe:/:dawnoftime,3128
dayana networks,cpe:/:dayana_networks,3129
dayfox designs,cpe:/:dayfox_designs,3130
Daylight Studio,cpe:/:thedaylightstudio,15423
Dayz株式会社,cpe:/:misc,17554
daz3d,cpe:/:daz3d,3131
dazphp,cpe:/:dazphp,3132
dazuko,cpe:/:dazuko,3133
dazzlindonna,cpe:/:dazzlindonna,3134
db backup project,cpe:/:db_backup_project,11384
db hub,cpe:/:db_hub,3136
db masters multimedia,cpe:/:db_masters_multimedia,3137
DB SOFT,cpe:/:dbsoft,18647
db soft lab,cpe:/:db_soft_lab,3138
db software laboratory,cpe:/:db_software_laboratory,3139
db-central,cpe:/:db-central,3135
DBD::mysql project,cpe:/:dbd-mysql_project,12183
DBD::PgPP,cpe:/:misc,10328
dbell Inc.,cpe:/:dbell,17317
DBL Technology Limited,cpe:/:dbltek,13399
dblog,cpe:/:dblog,3140
DBMail,cpe:/:dbmail,435
dbmasters,cpe:/:dbmasters,3141
DbNinja,cpe:/:dbninja,16000
DBPOWER,cpe:/:dbpower,12515
dbscripts,cpe:/:dbscripts,3142
dcdcdcdcdc project,cpe:/:dcdcdcdcdc_project,14585
